horse_name,bisherige_starts,bisherige_siege,siegrate_historisch,race_date
Cleopatra Al Gunay,1,0.0,0.0,2025-07-06
Zuckerhut,3,2.0,0.6666666666666666,2025-07-06
Hochkönig,5,1.0,0.2,2025-07-06
Pompeo Dream,3,1.0,0.3333333333333333,2025-07-06
Abando,3,0.0,0.0,2025-07-06
Sedano,1,0.0,0.0,2025-07-06
The Sheriff,0,0.0,0.0,2025-07-06
Amico,3,1.0,0.3333333333333333,2025-07-06
HM Alchahine (OX),0,0.0,0.0,2025-07-06
Al Zeer (OX),0,0.0,0.0,2025-07-06
Djafar (OX),1,0.0,0.0,2025-07-06
Al Wakrah (OX),0,0.0,0.0,2025-07-06
Al Zwair (OX),0,0.0,0.0,2025-07-06
Papillion T (OX),1,1.0,1.0,2025-07-06
Kizil,9,1.0,0.1111111111111111,2025-07-06
Damarso,1,1.0,1.0,2025-07-06
Master of Light,3,0.0,0.0,2025-07-06
The Hype,9,2.0,0.2222222222222222,2025-07-06
Tough Tom,6,3.0,0.5,2025-07-06
Tabularasa,13,2.0,0.15384615384615385,2025-07-07
Made in Pepper,2,0.0,0.0,2025-07-07
Dayana Al Gunay,3,0.0,0.0,2025-07-08
Adlerstolz,2,0.0,0.0,2025-07-08
Newcombe,7,0.0,0.0,2025-07-08
Don Put In,0,0.0,0.0,2025-07-08
Valley,3,0.0,0.0,2025-07-08
Smartina,5,0.0,0.0,2025-07-08
Tex Air,17,3.0,0.17647058823529413,2025-07-08
Dapango,4,0.0,0.0,2025-07-08
Wintertraum,5,2.0,0.4,2025-07-08
Bronze Green,1,0.0,0.0,2025-07-08
Mitchouka,4,2.0,0.5,2025-07-08
Giorgione,0,0.0,0.0,2025-07-08
Lusitanien,0,0.0,0.0,2025-07-08
Lady Matilda,11,0.0,0.0,2025-07-12
Varley,0,0.0,0.0,2025-07-13
Lucky Soldier,2,0.0,0.0,2025-07-13
Anna Rocca,1,0.0,0.0,2025-07-13
Prümmche,2,0.0,0.0,2025-07-13
Nutrias,4,2.0,0.5,2025-07-13
Calcutta Cup,2,1.0,0.5,2025-07-13
Naughty Lion,6,0.0,0.0,2025-07-13
Near Rib,2,1.0,0.5,2025-07-13
Muse,3,0.0,0.0,2025-07-13
Woodstone,9,0.0,0.0,2025-07-19
Flavia Maxima,3,0.0,0.0,2025-07-19
Classic Fleur,13,2.0,0.15384615384615385,2025-07-19
Cawthornes Gem,10,2.0,0.2,2025-07-19
My Lady Dabandy,7,1.0,0.14285714285714285,2025-07-19
Californiagoldrush,11,1.0,0.09090909090909091,2025-07-19
Night Scope,0,0.0,0.0,2025-07-19
Werner,0,0.0,0.0,2025-07-20
Agathe Christy,14,1.0,0.07142857142857142,2025-07-20
Corbin,14,1.0,0.07142857142857142,2025-07-20
Forceside,3,0.0,0.0,2025-07-20
Kadjar,13,1.0,0.07692307692307693,2025-07-20
Nazer,7,0.0,0.0,2025-07-20
Diamond Crown,7,2.0,0.2857142857142857,2025-07-20
British Camp,0,0.0,0.0,2025-07-20
Osito,1,0.0,0.0,2025-07-20
Galaxina,1,0.0,0.0,2025-07-20
Tashbeeh,10,3.0,0.3,2025-07-20
Pushkin,3,1.0,0.3333333333333333,2025-07-20
Wildpfad,5,0.0,0.0,2025-07-20
Angel Park,12,0.0,0.0,2025-07-20
Crefelder,11,2.0,0.18181818181818182,2025-07-24
Cabot Cliffs,5,2.0,0.4,2025-07-24
Vezzana,0,0.0,0.0,2025-07-24
Fatal Attack,7,0.0,0.0,2025-07-24
City of Troy,5,0.0,0.0,2025-07-24
Krokodile Dundee,1,0.0,0.0,2025-07-24
Prince D'Orage,0,0.0,0.0,2025-07-24
Sternkranz,0,0.0,0.0,2025-07-24
Lady Recorder,0,0.0,0.0,2025-07-24
Real Love,2,0.0,0.0,2025-07-26
Lamara,1,0.0,0.0,2025-07-26
Pearl Harbour,1,0.0,0.0,2025-07-26
Kobold,13,0.0,0.0,2025-07-26
Impossiblecometrue,9,0.0,0.0,2025-07-26
Lidisbarn,1,0.0,0.0,2025-07-26
Mon Schatzi,3,0.0,0.0,2025-07-26
Shiraz,8,0.0,0.0,2025-07-26
Ally,2,0.0,0.0,2025-07-26
Ironwoman,4,0.0,0.0,2025-07-26
Arika,7,1.0,0.14285714285714285,2025-07-26
Pandora Pari,4,0.0,0.0,2025-07-26
Sonic Boom,0,0.0,0.0,2025-07-27
Anonyma,0,0.0,0.0,2025-07-27
Scarlett Sunshine,5,0.0,0.0,2025-07-27
Panther,0,0.0,0.0,2025-07-27
Dyptique,1,0.0,0.0,2025-07-27
Riyabovka,0,0.0,0.0,2025-07-27
Star Galaxy,1,0.0,0.0,2025-07-27
Honeyflower,0,0.0,0.0,2025-07-27
Nightdance Wood,3,2.0,0.6666666666666666,2025-07-27
Lucia Aratori,10,0.0,0.0,2025-07-27
Calif,1,1.0,1.0,2025-07-27
Map Of Stars,0,0.0,0.0,2025-07-27
Persica,0,0.0,0.0,2025-07-27
Dare To Dream,0,0.0,0.0,2025-07-27
Grand Stars,0,0.0,0.0,2025-07-27
Tornado Alert,0,0.0,0.0,2025-07-27
Wonderful Art,9,0.0,0.0,2025-07-27
Moon power,17,2.0,0.11764705882352941,2025-07-27
Ardbraccan,4,1.0,0.25,2025-07-27
Alzir,1,0.0,0.0,2025-07-27
Elmos Fire,10,3.0,0.3,2025-07-27
Kaleomiya,8,4.0,0.5,2025-07-27
Kosakenzipfel,2,0.0,0.0,2025-07-27
Kalia,12,2.0,0.16666666666666666,2025-07-27
Emblet,0,0.0,0.0,2025-07-27
Indian Falcon,6,0.0,0.0,2025-07-27
Aturana,11,2.0,0.18181818181818182,2025-07-27
Santa Sofia,3,1.0,0.3333333333333333,2025-07-27
Forsberg,2,1.0,0.5,2025-07-27
Innovante,3,1.0,0.3333333333333333,2025-07-27
Everglow,1,0.0,0.0,2025-07-27
Silk Way Spirit,2,0.0,0.0,2025-08-02
Shoshoko,1,0.0,0.0,2025-08-02
Scan for Champagne,2,0.0,0.0,2025-08-02
Compulsive,19,0.0,0.0,2025-08-02
Neo Nole,2,0.0,0.0,2025-08-02
Noyan,0,0.0,0.0,2025-08-02
Yacomo,0,0.0,0.0,2025-08-02
Wurfgeist,4,0.0,0.0,2025-08-02
Saldinskaya,1,0.0,0.0,2025-08-02
Pippas Girl,3,1.0,0.3333333333333333,2025-08-02
Don Ilias,5,1.0,0.2,2025-08-02
Fabiola Hill,0,0.0,0.0,2025-08-03
Marmalade Lady,5,0.0,0.0,2025-08-03
Tandilo,7,0.0,0.0,2025-08-03
Kacey Love,1,0.0,0.0,2025-08-03
Blömche,8,2.0,0.25,2025-08-03
Black Phantom,6,3.0,0.5,2025-08-03
Eau de Cologne,3,1.0,0.3333333333333333,2025-08-03
Westminster Eagle,4,1.0,0.25,2025-08-03
Garden Of Eden,0,0.0,0.0,2025-08-03
Spirited Style,0,0.0,0.0,2025-08-03
Nicoreni,4,2.0,0.5,2025-08-03
Starlight Lips,4,0.0,0.0,2025-08-03
Honeybee,1,0.0,0.0,2025-08-03
Ready to Rumble,9,0.0,0.0,2025-08-03
Fisful Of Love,0,0.0,0.0,2025-08-03
Nachtwolf,0,0.0,0.0,2025-08-09
Quemoona,0,0.0,0.0,2025-08-09
Bu Keqi,0,0.0,0.0,2025-08-09
Sword Song,3,0.0,0.0,2025-08-09
Neyshapur,3,1.0,0.3333333333333333,2025-08-09
Seventh Wonder,0,0.0,0.0,2025-08-09
Algabas,12,1.0,0.08333333333333333,2025-08-09
Sandstorm,0,0.0,0.0,2025-08-09
Duranto,4,0.0,0.0,2025-08-09
King Street,5,0.0,0.0,2025-08-09
Lady Longchamp,3,0.0,0.0,2025-08-09
Alive,7,0.0,0.0,2025-08-09
Lollipop,12,0.0,0.0,2025-08-09
Mademoiselle Lilly,9,1.0,0.1111111111111111,2025-08-09
Discreet Devil,0,0.0,0.0,2025-08-10
Lady Lyra,1,0.0,0.0,2025-08-10
Rheinland,2,0.0,0.0,2025-08-10
Aquacell,0,0.0,0.0,2025-08-10
Overture,0,0.0,0.0,2025-08-10
Star Of The Night,0,0.0,0.0,2025-08-10
Venedig,5,1.0,0.2,2025-08-10
Lamborghini BF,0,0.0,0.0,2025-08-10
Humam,0,0.0,0.0,2025-08-10
Naughty Peter,0,0.0,0.0,2025-08-10
Edinburgh Rock,9,3.0,0.3333333333333333,2025-08-10
Saba Storm,14,1.0,0.07142857142857142,2025-08-10
Pasha Al Gunay,5,1.0,0.2,2025-08-10
Narrativo,6,1.0,0.16666666666666666,2025-08-10
Rebel's Romance,1,1.0,1.0,2025-08-10
Witcher of Lips,7,1.0,0.14285714285714285,2025-08-10
Laxxio,8,2.0,0.25,2025-08-10
San Sebastian,0,0.0,0.0,2025-08-16
Casinomaster,14,0.0,0.0,2025-08-16
Autark Walkan,1,0.0,0.0,2025-08-16
Tete a Tete,2,0.0,0.0,2025-08-16
Anniemation,8,1.0,0.125,2025-08-16
Antas,11,1.0,0.09090909090909091,2025-08-16
Miss Ellie,8,1.0,0.125,2025-08-16
Rosswita,12,1.0,0.08333333333333333,2025-08-16
Orda,11,0.0,0.0,2025-08-16
Suomi,5,0.0,0.0,2025-08-16
Alpenwind,7,0.0,0.0,2025-08-16
Iron Triumph,0,0.0,0.0,2025-08-17
Icimea,3,0.0,0.0,2025-08-17
Red Pixie,2,0.0,0.0,2025-08-17
Scipio,5,3.0,0.6,2025-08-17
Casall,18,3.0,0.16666666666666666,2025-08-17
Santa Carolina,2,1.0,0.5,2025-08-17
Lashgarak,2,0.0,0.0,2025-08-17
Pura Vida,0,0.0,0.0,2025-08-23
Santa Catarina,0,0.0,0.0,2025-08-23
Morgenmond,2,0.0,0.0,2025-08-23
Satoshi,0,0.0,0.0,2025-08-23
Synonymous,19,3.0,0.15789473684210525,2025-08-23
Topan,14,2.0,0.14285714285714285,2025-08-23
Wild Run,19,1.0,0.05263157894736842,2025-08-23
Amaro,1,0.0,0.0,2025-08-23
Carl August,0,0.0,0.0,2025-08-23
Elle Destina,9,0.0,0.0,2025-08-23
Nakita,3,0.0,0.0,2025-08-23
Obstler,0,0.0,0.0,2025-08-24
Prairie Lion,1,0.0,0.0,2025-08-24
Sekt on Ice,0,0.0,0.0,2025-08-24
Cahaya,4,0.0,0.0,2025-08-24
Moonmaid,1,0.0,0.0,2025-08-24
Akua'daro,3,0.0,0.0,2025-08-24
Topaze Vendome,0,0.0,0.0,2025-08-24
Little Addition,6,0.0,0.0,2025-08-24
Sunshine Baby,4,1.0,0.25,2025-08-24
Dolcevida,5,1.0,0.2,2025-08-24
Alatemagicbaby,15,0.0,0.0,2025-08-24
Calissa,3,1.0,0.3333333333333333,2025-08-24
Galactika al Günay,4,1.0,0.25,2025-08-24
Sadora,4,3.0,0.75,2025-08-24
Ascot Royal,6,2.0,0.3333333333333333,2025-08-24
Skipjack,6,0.0,0.0,2025-08-24
Meerblau,4,0.0,0.0,2025-08-24
Chiefland,0,0.0,0.0,2025-08-30
Net Worth,0,0.0,0.0,2025-08-30
Shejtan,0,0.0,0.0,2025-08-30
Admiral Lips,3,1.0,0.3333333333333333,2025-08-30
Elano,2,1.0,0.5,2025-08-30
Amazing Anna,7,0.0,0.0,2025-08-30
Acatana,0,0.0,0.0,2025-08-30
Dirndl,18,0.0,0.0,2025-08-30
Wonderland,3,0.0,0.0,2025-08-30
Arnis Master,2,0.0,0.0,2025-08-30
New Emerald,5,1.0,0.2,2025-08-30
Diego Ventura,0,0.0,0.0,2025-08-30
Raposa,4,2.0,0.5,2025-08-30
Donamay,4,1.0,0.25,2025-08-30
Cortado,4,0.0,0.0,2025-08-30
Indian Sunset,1,0.0,0.0,2025-08-30
Danylov,3,1.0,0.3333333333333333,2025-08-30
Lovely Tess,1,0.0,0.0,2025-08-30
Karinas Dream,1,0.0,0.0,2025-08-30
Wilmot,7,1.0,0.14285714285714285,2025-08-30
Welshtino,1,0.0,0.0,2025-08-31
Charlemagne,0,0.0,0.0,2025-08-31
Stardust Echo,1,0.0,0.0,2025-08-31
Ancolie,0,0.0,0.0,2025-08-31
Oaxaca,0,0.0,0.0,2025-08-31
Tory,6,0.0,0.0,2025-08-31
Duesseldorfer,1,0.0,0.0,2025-08-31
Lounella,0,0.0,0.0,2025-08-31
Aboutyourbusiness,7,1.0,0.14285714285714285,2025-08-31
Big Heart,0,0.0,0.0,2025-08-31
Da Cruz,0,0.0,0.0,2025-08-31
Mon Coeur Allemand,0,0.0,0.0,2025-08-31
Prima Vista,3,0.0,0.0,2025-08-31
Righthere Rightnow,0,0.0,0.0,2025-08-31
Rue Michel Ange,1,0.0,0.0,2025-08-31
It's My Dream,10,1.0,0.1,2025-08-31
Mount Everest,6,1.0,0.16666666666666666,2025-08-31
Mathayl,4,1.0,0.25,2025-08-31
Kylian,3,1.0,0.3333333333333333,2025-08-31
National Service,0,0.0,0.0,2025-08-31
Vicious Harry,0,0.0,0.0,2025-08-31
Zerostress,10,2.0,0.2,2025-08-31
Arabie,0,0.0,0.0,2025-08-31
The Strikin Viking,0,0.0,0.0,2025-08-31
War Bride,3,1.0,0.3333333333333333,2025-08-31
Zeolakis,0,0.0,0.0,2025-08-31
Rogue Spirit,10,1.0,0.1,2025-08-31
Sadalbari,4,1.0,0.25,2025-08-31
Alparslan,2,1.0,0.5,2025-08-31
Jess Livermore,0,0.0,0.0,2025-08-31
Yesterday's Gone,0,0.0,0.0,2025-08-31
Top Solution,5,0.0,0.0,2025-08-31
Snow Late,12,0.0,0.0,2025-09-03
Ultra's Son,1,0.0,0.0,2025-09-03
Whispering Son,0,0.0,0.0,2025-09-03
Que Bella,4,0.0,0.0,2025-09-03
Enzian,3,1.0,0.3333333333333333,2025-09-03
Zauberkönig,5,1.0,0.2,2025-09-03
Lexington Gold,3,1.0,0.3333333333333333,2025-09-03
Doro,10,1.0,0.1,2025-09-03
Severin,1,0.0,0.0,2025-09-03
Commander's Intent,0,0.0,0.0,2025-09-03
Seguro,2,1.0,0.5,2025-09-03
Voitton,2,2.0,1.0,2025-09-03
Dressman,9,2.0,0.2222222222222222,2025-09-03
Murray,14,3.0,0.21428571428571427,2025-09-03
Macun,9,3.0,0.3333333333333333,2025-09-03
Calyx Rose,5,2.0,0.4,2025-09-03
New York City,8,1.0,0.125,2025-09-03
Full of Hope,3,0.0,0.0,2025-09-03
Iradie,0,0.0,0.0,2025-09-03
La Pasionaria,3,0.0,0.0,2025-09-03
Qualixia,1,0.0,0.0,2025-09-03
Ville Natale,0,0.0,0.0,2025-09-03
Lips Vega,8,1.0,0.125,2025-09-03
Soccer Sister,0,0.0,0.0,2025-09-03
Vizindi,4,0.0,0.0,2025-09-03
Pacato,4,0.0,0.0,2025-09-03
Dawn to Dusk,11,1.0,0.09090909090909091,2025-09-03
Dayyan,0,0.0,0.0,2025-09-03
Caleco,2,0.0,0.0,2025-09-06
Gandalf,6,0.0,0.0,2025-09-06
Pitcher Boy,1,0.0,0.0,2025-09-06
San Fantasma,2,0.0,0.0,2025-09-06
Miss Information,0,0.0,0.0,2025-09-06
Miss Oxford,0,0.0,0.0,2025-09-06
The Big Board,0,0.0,0.0,2025-09-06
Ecstatic,0,0.0,0.0,2025-09-06
Charibelle,0,0.0,0.0,2025-09-06
Paris Babe,0,0.0,0.0,2025-09-06
Santa Savana,0,0.0,0.0,2025-09-06
Temptable,0,0.0,0.0,2025-09-06
Egina,9,3.0,0.3333333333333333,2025-09-06
North Reliance,6,1.0,0.16666666666666666,2025-09-06
Innora,4,1.0,0.25,2025-09-06
Lady Charlotte,4,2.0,0.5,2025-09-06
Nyra,5,1.0,0.2,2025-09-06
Northern Starlet,9,1.0,0.1111111111111111,2025-09-06
Lenoir,1,0.0,0.0,2025-09-06
Itabuna,4,1.0,0.25,2025-09-06
Daliapur,1,0.0,0.0,2025-09-06
Quinto,3,2.0,0.6666666666666666,2025-09-06
Archie,4,2.0,0.5,2025-09-06
Havoc,0,0.0,0.0,2025-09-06
Desna,0,0.0,0.0,2025-09-06
Free Folie,0,0.0,0.0,2025-09-06
Lord of the Alps,7,0.0,0.0,2025-09-06
Lady Monia,1,0.0,0.0,2025-09-06
Tulpar,7,1.0,0.14285714285714285,2025-09-06
Arabico,5,1.0,0.2,2025-09-06
Steve Blake,7,3.0,0.42857142857142855,2025-09-06
Piz Palü,1,0.0,0.0,2025-09-06
Nurania,5,0.0,0.0,2025-09-07
Independence,0,0.0,0.0,2025-09-07
Vallando,2,0.0,0.0,2025-09-07
Arturo,21,2.0,0.09523809523809523,2025-09-07
Pleaseman,0,0.0,0.0,2025-09-07
Sovereign State,13,1.0,0.07692307692307693,2025-09-07
Ghan,2,0.0,0.0,2025-09-07
Raike,9,2.0,0.2222222222222222,2025-09-07
Vamos a Marte,10,1.0,0.1,2025-09-07
Thekingofmyheart,17,0.0,0.0,2025-09-07
Geography,7,3.0,0.42857142857142855,2025-09-07
Penalty,9,3.0,0.3333333333333333,2025-09-07
Zabiari,0,0.0,0.0,2025-09-07
Schael,16,6.0,0.375,2025-09-07
Leonello,8,2.0,0.25,2025-09-07
Ericson,4,0.0,0.0,2025-09-07
Zamnesia,4,1.0,0.25,2025-09-07
Dubai Honour,1,0.0,0.0,2025-09-07
Goliath,0,0.0,0.0,2025-09-07
Straight,8,0.0,0.0,2025-09-07
Magestic Moon,1,1.0,1.0,2025-09-07
Muhalif,14,0.0,0.0,2025-09-07
Duras,6,1.0,0.16666666666666666,2025-09-07
St Elvira,1,0.0,0.0,2025-09-07
Le Rapide,4,0.0,0.0,2025-09-07
King's Crown,1,0.0,0.0,2025-09-07
Carlton Banks,16,1.0,0.0625,2025-09-07
Nicardo,0,0.0,0.0,2025-09-12
Shun,0,0.0,0.0,2025-09-12
White Miracle,1,0.0,0.0,2025-09-12
Nomade,1,0.0,0.0,2025-09-12
Samarkand,3,0.0,0.0,2025-09-12
Rex Carver,3,1.0,0.3333333333333333,2025-09-12
Rosette,9,0.0,0.0,2025-09-12
Redrose Jazz,8,1.0,0.125,2025-09-12
Vegliantino,8,0.0,0.0,2025-09-12
Amelia Sedley,1,0.0,0.0,2025-09-12
La Loire,8,1.0,0.125,2025-09-12
Summerwind,13,2.0,0.15384615384615385,2025-09-13
Wanja Rose,15,0.0,0.0,2025-09-13
Seven Aces,15,0.0,0.0,2025-09-13
Oriental Princess,26,1.0,0.038461538461538464,2025-09-13
Grand Attentionne,0,0.0,0.0,2025-09-13
Storm Kodi,12,3.0,0.25,2025-09-13
Prolet,6,1.0,0.16666666666666666,2025-09-13
San Marino,0,0.0,0.0,2025-09-14
Square du Temple,2,0.0,0.0,2025-09-14
Avadream,1,0.0,0.0,2025-09-14
Zunder,2,1.0,0.5,2025-09-14
Gentle Bear,2,0.0,0.0,2025-09-14
Iliano,10,1.0,0.1,2025-09-14
Wikinger,12,2.0,0.16666666666666666,2025-09-14
Impelling,5,0.0,0.0,2025-09-14
Miami Heat,4,1.0,0.25,2025-09-14
Lion Hunter,15,2.0,0.13333333333333333,2025-09-14
Apocalyx,5,1.0,0.2,2025-09-14
New Moon,0,0.0,0.0,2025-09-14
Epic Pass,5,2.0,0.4,2025-09-14
Night Star,12,2.0,0.16666666666666666,2025-09-14
Bustopher Jones,7,1.0,0.14285714285714285,2025-09-14
Lord of Time,11,1.0,0.09090909090909091,2025-09-14
Manhattan Queen,14,0.0,0.0,2025-09-14
Gilby,10,2.0,0.2,2025-09-14
Anna's Girl,3,0.0,0.0,2025-09-14
Go Quick,9,0.0,0.0,2025-09-14
Ghayadh,5,0.0,0.0,2025-09-14
Valanco,2,0.0,0.0,2025-09-20
My Pinky Promise,5,0.0,0.0,2025-09-20
Diadora,1,0.0,0.0,2025-09-20
Romance of Lips,3,2.0,0.6666666666666666,2025-09-20
Tamino,30,2.0,0.06666666666666667,2025-09-20
Wolverine,2,0.0,0.0,2025-09-21
Dark Brunette,1,0.0,0.0,2025-09-21
Reine des Roses,0,0.0,0.0,2025-09-21
Symboly,1,0.0,0.0,2025-09-21
Elli Pirelli,3,1.0,0.3333333333333333,2025-09-21
Lexi's Dream,22,4.0,0.18181818181818182,2025-09-21
Poppy Pimento,5,2.0,0.4,2025-09-21
Wonder,2,0.0,0.0,2025-09-21
Thalia,0,0.0,0.0,2025-09-21
Akbar,7,0.0,0.0,2025-09-21
Mabeaux,5,0.0,0.0,2025-09-21
Asalet,4,0.0,0.0,2025-09-21
Lady Liva,0,0.0,0.0,2025-09-21
Soreanga,1,0.0,0.0,2025-09-21
Crocus,14,3.0,0.21428571428571427,2025-09-21
Bright Smiles,7,1.0,0.14285714285714285,2025-09-21
Galaxy,11,2.0,0.18181818181818182,2025-09-21
Nofretete,5,0.0,0.0,2025-09-21
Lala Al Gunay,1,0.0,0.0,2025-09-21
Betty Ellen,1,0.0,0.0,2025-09-21
Next Mine,5,1.0,0.2,2025-09-21
Westwood,6,1.0,0.16666666666666666,2025-09-21
Winnyzja,4,2.0,0.5,2025-09-21
Caballo De Mar,0,0.0,0.0,2025-09-21
Waldnebel,7,2.0,0.2857142857142857,2025-09-21
Asmira,4,1.0,0.25,2025-09-21
Cherub Rock,16,4.0,0.25,2025-09-21
Rufolo,9,0.0,0.0,2025-09-21
Il Protege,2,0.0,0.0,2025-09-21
Princess Charming,12,0.0,0.0,2025-09-21
Fortnum,0,0.0,0.0,2025-09-21
Walkover,8,1.0,0.125,2025-09-21
Livonia Star,9,1.0,0.1111111111111111,2025-09-21
Embargo,3,0.0,0.0,2025-09-27
Letsgo,8,1.0,0.125,2025-09-27
Twilight Bay,13,3.0,0.23076923076923078,2025-09-27
Noelle,13,1.0,0.07692307692307693,2025-09-27
Art Market,1,0.0,0.0,2025-09-27
Flamingo Hollow,13,2.0,0.15384615384615385,2025-09-27
Parigi,13,2.0,0.15384615384615385,2025-09-27
Colin The Brave,1,1.0,1.0,2025-09-27
Mannix,12,0.0,0.0,2025-09-27
The Circus,19,1.0,0.05263157894736842,2025-09-27
Adar,6,0.0,0.0,2025-09-27
Bundeskanzler,3,0.0,0.0,2025-09-27
More,7,1.0,0.14285714285714285,2025-09-27
Dragoon of Lips,0,0.0,0.0,2025-09-28
Shervin,2,0.0,0.0,2025-09-28
Fisternoellche,0,0.0,0.0,2025-09-28
Believe in Me,1,1.0,1.0,2025-09-28
Daiana,0,0.0,0.0,2025-09-28
Miss Talvard,0,0.0,0.0,2025-09-28
Laura's Legacy,6,1.0,0.16666666666666666,2025-09-28
First Fly,10,0.0,0.0,2025-09-28
Manta Moon,5,0.0,0.0,2025-09-28
Tahini,3,0.0,0.0,2025-09-28
Rum Tum Tugger,11,2.0,0.18181818181818182,2025-09-28
Sabalan,5,0.0,0.0,2025-09-28
Cintaria,3,0.0,0.0,2025-09-28
Breizh Sky,2,2.0,1.0,2025-09-28
Shootout,14,2.0,0.14285714285714285,2025-09-28
Vafortino,0,0.0,0.0,2025-09-28
Duty First,0,0.0,0.0,2025-09-28
Quebec,6,1.0,0.16666666666666666,2025-09-28
Karlito,3,0.0,0.0,2025-09-28
Mighty Lips,3,0.0,0.0,2025-09-28
So Perfect,1,0.0,0.0,2025-09-28
Sungold,5,0.0,0.0,2025-09-28
Alleno,7,2.0,0.2857142857142857,2025-09-28
Columbus,1,0.0,0.0,2025-09-28
Sibayan,0,0.0,0.0,2025-09-28
Path of Soldier,6,2.0,0.3333333333333333,2025-09-28
Think Giant,1,0.0,0.0,2025-09-28
Deep Love,6,1.0,0.16666666666666666,2025-09-28
Analytics,7,0.0,0.0,2025-09-28
Seven O Seven,14,1.0,0.07142857142857142,2025-09-28
Tiara Hilleshage,9,1.0,0.1111111111111111,2025-09-28
Miss Liberty,5,1.0,0.2,2025-09-28
Mademoiselle Rouge,9,1.0,0.1111111111111111,2025-09-28
Fairy Grey,7,1.0,0.14285714285714285,2025-09-28
Paris Starlet,11,0.0,0.0,2025-09-28
Diamond Gold,13,1.0,0.07692307692307693,2025-09-28
Zashkhana,1,0.0,0.0,2025-09-28
Oak Ivy,11,5.0,0.45454545454545453,2025-09-28
North Hunter,5,1.0,0.2,2025-09-28
World Vision,11,2.0,0.18181818181818182,2025-09-28
Miela,3,0.0,0.0,2025-09-28
Ali,3,1.0,0.3333333333333333,2025-09-28
Dream Seeker,5,1.0,0.2,2025-09-28
Pleasant Phantom,7,0.0,0.0,2025-10-02
Anarchia,10,0.0,0.0,2025-10-02
Lady Fair,2,0.0,0.0,2025-10-02
Conde,3,1.0,0.3333333333333333,2025-10-02
Kamino,4,1.0,0.25,2025-10-02
Princesa,1,0.0,0.0,2025-10-02
Allez Chandos,7,0.0,0.0,2025-10-02
Sacred Moon,14,1.0,0.07142857142857142,2025-10-02
First Lady,3,0.0,0.0,2025-10-02
Promotion,5,1.0,0.2,2025-10-02
Road To Escondido,4,0.0,0.0,2025-10-02
Romarius,2,0.0,0.0,2025-10-02
Kaiwhakan,0,0.0,0.0,2025-10-02
Achat,7,2.0,0.2857142857142857,2025-10-02
Spot Lite,1,0.0,0.0,2025-10-02
Jilbaab,2,0.0,0.0,2025-10-02
Baretta,12,0.0,0.0,2025-10-02
Elegant Fighter,5,0.0,0.0,2025-10-02
Love Me Tender,1,1.0,1.0,2025-10-03
Bastion,4,1.0,0.25,2025-10-03
Amaranto,21,2.0,0.09523809523809523,2025-10-03
Anastasia von Aga (H),7,0.0,0.0,2025-10-03
Dhitjari,9,2.0,0.2222222222222222,2025-10-03
Dragon Magic,4,3.0,0.75,2025-10-03
Lady Sahara,9,2.0,0.2222222222222222,2025-10-03
Vive en foret,8,0.0,0.0,2025-10-03
Sympathie,6,0.0,0.0,2025-10-03
Petit Marin,9,1.0,0.1111111111111111,2025-10-03
Quest the Moon,8,4.0,0.5,2025-10-03
Koffi Kick,9,5.0,0.5555555555555556,2025-10-03
Eagle Emblem,5,1.0,0.2,2025-10-03
Zaukhan,3,0.0,0.0,2025-10-03
Shoko Lady,10,3.0,0.3,2025-10-03
Desika,2,1.0,0.5,2025-10-03
Koffi Esprit,10,1.0,0.1,2025-10-03
Kane Ore,11,2.0,0.18181818181818182,2025-10-03
Agent Sim,18,4.0,0.2222222222222222,2025-10-03
Ocean Sun,6,1.0,0.16666666666666666,2025-10-03
Jarek Star,1,0.0,0.0,2025-10-03
Orkan von Marlow (H),23,2.0,0.08695652173913043,2025-10-03
Mister Speaker,8,2.0,0.25,2025-10-03
Gem,15,3.0,0.2,2025-10-03
Mentor,2,0.0,0.0,2025-10-04
Such A Royal,1,0.0,0.0,2025-10-04
Keep Away,5,0.0,0.0,2025-10-04
Rosenflügel,2,1.0,0.5,2025-10-04
Nairo,17,2.0,0.11764705882352941,2025-10-04
Dawn Sky,5,1.0,0.2,2025-10-04
Andanotherglory,2,0.0,0.0,2025-10-04
Royal Spirit,10,3.0,0.3,2025-10-04
Luna,7,0.0,0.0,2025-10-04
Lili Marleen,7,1.0,0.14285714285714285,2025-10-04
German Style,7,0.0,0.0,2025-10-04
Twilight Dream,4,0.0,0.0,2025-10-04
Oriental Power,3,0.0,0.0,2025-10-04
Albertina,5,0.0,0.0,2025-10-04
Silvestra,16,1.0,0.0625,2025-10-04
Kämpfer,5,4.0,0.8,2025-10-04
Aff un zo,6,0.0,0.0,2025-10-04
Almenkönig,12,3.0,0.25,2025-10-04
Garmona,1,0.0,0.0,2025-10-04
Oleron,0,0.0,0.0,2025-10-04
Antinori,7,3.0,0.42857142857142855,2025-10-04
Schöngeist,7,1.0,0.14285714285714285,2025-10-04
Graf Manama,3,0.0,0.0,2025-10-04
Albarola,6,0.0,0.0,2025-10-04
Tough Lioness,7,0.0,0.0,2025-10-04
We Get By,7,0.0,0.0,2025-10-04
Ding Dong,7,0.0,0.0,2025-10-04
Peace of Japan,0,0.0,0.0,2025-10-05
Helvetios,1,0.0,0.0,2025-10-05
